100001;10.12.64.182;10.12.64.183;10.12.64.184;10.12.64.2;255.255.252.0;10.12.64.1;EZESPMARTGT001;
100002;10.12.64.185;10.12.64.186;10.12.64.187;10.12.64.3;255.255.252.0;10.12.64.1;EZESPMARTGT002;
100003;10.12.64.188;10.12.64.189;10.12.64.190;10.12.64.4;255.255.252.0;10.12.64.1;EZESPMARTGT003;
100004;10.12.64.191;10.12.64.192;10.12.64.193;10.12.64.5;255.255.252.0;10.12.64.1;EZESPMARTGT004;
100005;10.12.64.194;10.12.64.195;10.12.64.196;10.12.64.6;255.255.252.0;10.12.64.1;EZESPMARTGT005;
100006;10.12.64.197;10.12.64.198;10.12.64.199;10.12.64.7;255.255.252.0;10.12.64.1;EZESPMARTGT006;
100007;10.12.64.200;10.12.64.201;10.12.64.202;10.12.64.8;255.255.252.0;10.12.64.1;EZESPMARTGT007;
100008;10.12.64.203;10.12.64.204;10.12.64.205;10.12.64.9;255.255.252.0;10.12.64.1;EZESPMARTGT008;
100009;10.12.64.206;10.12.64.207;10.12.64.208;10.12.64.10;255.255.252.0;10.12.64.1;EZESPMARTGT009;
100010;10.12.64.209;10.12.64.210;10.12.64.211;10.12.64.11;255.255.252.0;10.12.64.1;EZESPMARTGT010;
100011;10.12.64.212;10.12.64.213;10.12.64.214;10.12.64.12;255.255.252.0;10.12.64.1;EZESPMARTGT011;
100012;10.12.64.215;10.12.64.216;10.12.64.217;10.12.64.13;255.255.252.0;10.12.64.1;EZESPMARTGT012;
100013;10.12.64.218;10.12.64.219;10.12.64.220;10.12.64.14;255.255.252.0;10.12.64.1;EZESPMARTGT013;
100014;10.12.64.221;10.12.64.222;10.12.64.223;10.12.64.15;255.255.252.0;10.12.64.1;EZESPMARTGT014;
100015;10.12.64.224;10.12.64.225;10.12.64.226;10.12.64.16;255.255.252.0;10.12.64.1;EZESPMARTGT015;
100016;10.12.64.227;10.12.64.228;10.12.64.229;10.12.64.17;255.255.252.0;10.12.64.1;EZESPMARTGT016;
100017;10.12.64.230;10.12.64.231;10.12.64.232;10.12.64.18;255.255.252.0;10.12.64.1;EZESPMARTGT017;
100018;10.12.64.233;10.12.64.234;10.12.64.235;10.12.64.19;255.255.252.0;10.12.64.1;EZESPMARTGT018;
200001;10.12.64.236;10.12.64.237;10.12.64.238;10.12.64.20;255.255.252.0;10.12.64.1;EZESPMARTGT019;
200002;10.12.64.239;10.12.64.240;10.12.64.241;10.12.64.21;255.255.252.0;10.12.64.1;EZESPMARTGT020;
200003;10.12.64.242;10.12.64.243;10.12.64.244;10.12.64.22;255.255.252.0;10.12.64.1;EZESPMARTGT021;
200004;10.12.64.245;10.12.64.246;10.12.64.247;10.12.64.23;255.255.252.0;10.12.64.1;EZESPMARTGT022;
200005;10.12.64.248;10.12.64.249;10.12.64.250;10.12.64.24;255.255.252.0;10.12.64.1;EZESPMARTGT023;
200006;10.12.64.251;10.12.64.252;10.12.64.253;10.12.64.25;255.255.252.0;10.12.64.1;EZESPMARTGT024;
200007;10.12.64.254;10.12.64.255;10.12.65.1;10.12.64.26;255.255.252.0;10.12.64.1;EZESPMARTGT025;
200008;10.12.65.2;10.12.65.3;10.12.65.4;10.12.64.27;255.255.252.0;10.12.64.1;EZESPMARTGT026;
200009;10.12.65.5;10.12.65.6;10.12.65.7;10.12.64.28;255.255.252.0;10.12.64.1;EZESPMARTGT027;
200010;10.12.65.8;10.12.65.9;10.12.65.10;10.12.64.29;255.255.252.0;10.12.64.1;EZESPMARTGT028;
200011;10.12.65.11;10.12.65.12;10.12.65.13;10.12.64.30;255.255.252.0;10.12.64.1;EZESPMARTGT029;
200012;10.12.65.14;10.12.65.15;10.12.65.16;10.12.64.31;255.255.252.0;10.12.64.1;EZESPMARTGT030;
200013;10.12.65.17;10.12.65.18;10.12.65.19;10.12.64.32;255.255.252.0;10.12.64.1;EZESPMARTGT031;
200014;10.12.65.20;10.12.65.21;10.12.65.22;10.12.64.33;255.255.252.0;10.12.64.1;EZESPMARTGT032;
200015;10.12.65.23;10.12.65.24;10.12.65.25;10.12.64.34;255.255.252.0;10.12.64.1;EZESPMARTGT033;
200016;10.12.65.26;10.12.65.27;10.12.65.28;10.12.64.35;255.255.252.0;10.12.64.1;EZESPMARTGT034;
200017;10.12.65.29;10.12.65.30;10.12.65.31;10.12.64.36;255.255.252.0;10.12.64.1;EZESPMARTGT035;
200018;10.12.65.32;10.12.65.33;10.12.65.34;10.12.64.37;255.255.252.0;10.12.64.1;EZESPMARTGT036;
300001;10.12.65.35;10.12.65.36;10.12.65.37;10.12.64.38;255.255.252.0;10.12.64.1;EZESPMARTGT037;
300002;10.12.65.38;10.12.65.39;10.12.65.40;10.12.64.39;255.255.252.0;10.12.64.1;EZESPMARTGT038;
300003;10.12.65.41;10.12.65.42;10.12.65.43;10.12.64.40;255.255.252.0;10.12.64.1;EZESPMARTGT039;
300004;10.12.65.44;10.12.65.45;10.12.65.46;10.12.64.41;255.255.252.0;10.12.64.1;EZESPMARTGT040;
300005;10.12.65.47;10.12.65.48;10.12.65.49;10.12.64.42;255.255.252.0;10.12.64.1;EZESPMARTGT041;
300006;10.12.65.50;10.12.65.51;10.12.65.52;10.12.64.43;255.255.252.0;10.12.64.1;EZESPMARTGT042;
300007;10.12.65.53;10.12.65.54;10.12.65.55;10.12.64.44;255.255.252.0;10.12.64.1;EZESPMARTGT043;
300008;10.12.65.56;10.12.65.57;10.12.65.58;10.12.64.45;255.255.252.0;10.12.64.1;EZESPMARTGT044;
300009;10.12.65.59;10.12.65.60;10.12.65.61;10.12.64.46;255.255.252.0;10.12.64.1;EZESPMARTGT045;
300010;10.12.65.62;10.12.65.63;10.12.65.64;10.12.64.47;255.255.252.0;10.12.64.1;EZESPMARTGT046;
300011;10.12.65.65;10.12.65.66;10.12.65.67;10.12.64.48;255.255.252.0;10.12.64.1;EZESPMARTGT047;
300012;10.12.65.68;10.12.65.69;10.12.65.70;10.12.64.49;255.255.252.0;10.12.64.1;EZESPMARTGT048;
300013;10.12.65.71;10.12.65.72;10.12.65.73;10.12.64.50;255.255.252.0;10.12.64.1;EZESPMARTGT049;
300014;10.12.65.74;10.12.65.75;10.12.65.76;10.12.64.51;255.255.252.0;10.12.64.1;EZESPMARTGT050;
300015;10.12.65.77;10.12.65.78;10.12.65.79;10.12.64.52;255.255.252.0;10.12.64.1;EZESPMARTGT051;
300016;10.12.65.80;10.12.65.81;10.12.65.82;10.12.64.53;255.255.252.0;10.12.64.1;EZESPMARTGT052;
300017;10.12.65.83;10.12.65.84;10.12.65.85;10.12.64.54;255.255.252.0;10.12.64.1;EZESPMARTGT053;
300018;10.12.65.86;10.12.65.87;10.12.65.88;10.12.64.55;255.255.252.0;10.12.64.1;EZESPMARTGT054;
400001;10.12.65.89;10.12.65.90;10.12.65.91;10.12.64.56;255.255.252.0;10.12.64.1;EZESPMARTGT055;
400002;10.12.65.92;10.12.65.93;10.12.65.94;10.12.64.57;255.255.252.0;10.12.64.1;EZESPMARTGT056;
400003;10.12.65.95;10.12.65.96;10.12.65.97;10.12.64.58;255.255.252.0;10.12.64.1;EZESPMARTGT057;
400004;10.12.65.98;10.12.65.99;10.12.65.100;10.12.64.59;255.255.252.0;10.12.64.1;EZESPMARTGT058;
400005;10.12.65.101;10.12.65.102;10.12.65.103;10.12.64.60;255.255.252.0;10.12.64.1;EZESPMARTGT059;
400006;10.12.65.104;10.12.65.105;10.12.65.106;10.12.64.61;255.255.252.0;10.12.64.1;EZESPMARTGT060;
400007;10.12.65.107;10.12.65.108;10.12.65.109;10.12.64.62;255.255.252.0;10.12.64.1;EZESPMARTGT061;
400008;10.12.65.110;10.12.65.111;10.12.65.112;10.12.64.63;255.255.252.0;10.12.64.1;EZESPMARTGT062;
400009;10.12.65.113;10.12.65.114;10.12.65.115;10.12.64.64;255.255.252.0;10.12.64.1;EZESPMARTGT063;
400010;10.12.65.116;10.12.65.117;10.12.65.118;10.12.64.65;255.255.252.0;10.12.64.1;EZESPMARTGT064;
400011;10.12.65.119;10.12.65.120;10.12.65.121;10.12.64.66;255.255.252.0;10.12.64.1;EZESPMARTGT065;
400012;10.12.65.122;10.12.65.123;10.12.65.124;10.12.64.67;255.255.252.0;10.12.64.1;EZESPMARTGT066;
400013;10.12.65.125;10.12.65.126;10.12.65.127;10.12.64.68;255.255.252.0;10.12.64.1;EZESPMARTGT067;
400014;10.12.65.128;10.12.65.129;10.12.65.130;10.12.64.69;255.255.252.0;10.12.64.1;EZESPMARTGT068;
400015;10.12.65.131;10.12.65.132;10.12.65.133;10.12.64.70;255.255.252.0;10.12.64.1;EZESPMARTGT069;
400016;10.12.65.134;10.12.65.135;10.12.65.136;10.12.64.71;255.255.252.0;10.12.64.1;EZESPMARTGT070;
400017;10.12.65.137;10.12.65.138;10.12.65.139;10.12.64.72;255.255.252.0;10.12.64.1;EZESPMARTGT071;
400018;10.12.65.140;10.12.65.141;10.12.65.142;10.12.64.73;255.255.252.0;10.12.64.1;EZESPMARTGT072;
500001;10.12.65.143;10.12.65.144;10.12.65.145;10.12.64.74;255.255.252.0;10.12.64.1;EZESPMARTGT073;
500002;10.12.65.146;10.12.65.147;10.12.65.148;10.12.64.75;255.255.252.0;10.12.64.1;EZESPMARTGT074;
500003;10.12.65.149;10.12.65.150;10.12.65.151;10.12.64.76;255.255.252.0;10.12.64.1;EZESPMARTGT075;
500004;10.12.65.152;10.12.65.153;10.12.65.154;10.12.64.77;255.255.252.0;10.12.64.1;EZESPMARTGT076;
500005;10.12.65.155;10.12.65.156;10.12.65.157;10.12.64.78;255.255.252.0;10.12.64.1;EZESPMARTGT077;
500006;10.12.65.158;10.12.65.159;10.12.65.160;10.12.64.79;255.255.252.0;10.12.64.1;EZESPMARTGT078;
500007;10.12.65.161;10.12.65.162;10.12.65.163;10.12.64.80;255.255.252.0;10.12.64.1;EZESPMARTGT079;
500008;10.12.65.164;10.12.65.165;10.12.65.166;10.12.64.81;255.255.252.0;10.12.64.1;EZESPMARTGT080;
500009;10.12.65.167;10.12.65.168;10.12.65.169;10.12.64.82;255.255.252.0;10.12.64.1;EZESPMARTGT081;
500010;10.12.65.170;10.12.65.171;10.12.65.172;10.12.64.83;255.255.252.0;10.12.64.1;EZESPMARTGT082;
500011;10.12.65.173;10.12.65.174;10.12.65.175;10.12.64.84;255.255.252.0;10.12.64.1;EZESPMARTGT083;
500012;10.12.65.176;10.12.65.177;10.12.65.178;10.12.64.85;255.255.252.0;10.12.64.1;EZESPMARTGT084;
500013;10.12.65.179;10.12.65.180;10.12.65.181;10.12.64.86;255.255.252.0;10.12.64.1;EZESPMARTGT085;
500014;10.12.65.182;10.12.65.183;10.12.65.184;10.12.64.87;255.255.252.0;10.12.64.1;EZESPMARTGT086;
500015;10.12.65.185;10.12.65.186;10.12.65.187;10.12.64.88;255.255.252.0;10.12.64.1;EZESPMARTGT087;
500016;10.12.65.188;10.12.65.189;10.12.65.190;10.12.64.89;255.255.252.0;10.12.64.1;EZESPMARTGT088;
500017;10.12.65.191;10.12.65.192;10.12.65.193;10.12.64.90;255.255.252.0;10.12.64.1;EZESPMARTGT089;
500018;10.12.65.194;10.12.65.195;10.12.65.196;10.12.64.91;255.255.252.0;10.12.64.1;EZESPMARTGT090;
600001;10.12.65.197;10.12.65.198;10.12.65.199;10.12.64.92;255.255.252.0;10.12.64.1;EZESPMARTGT091;
600002;10.12.65.200;10.12.65.201;10.12.65.202;10.12.64.93;255.255.252.0;10.12.64.1;EZESPMARTGT092;
600003;10.12.65.203;10.12.65.204;10.12.65.205;10.12.64.94;255.255.252.0;10.12.64.1;EZESPMARTGT093;
600004;10.12.65.206;10.12.65.207;10.12.65.208;10.12.64.95;255.255.252.0;10.12.64.1;EZESPMARTGT094;
600005;10.12.65.209;10.12.65.210;10.12.65.211;10.12.64.96;255.255.252.0;10.12.64.1;EZESPMARTGT095;
600006;10.12.65.212;10.12.65.213;10.12.65.214;10.12.64.97;255.255.252.0;10.12.64.1;EZESPMARTGT096;
600007;10.12.65.215;10.12.65.216;10.12.65.217;10.12.64.98;255.255.252.0;10.12.64.1;EZESPMARTGT097;
600008;10.12.65.218;10.12.65.219;10.12.65.220;10.12.64.99;255.255.252.0;10.12.64.1;EZESPMARTGT098;
600009;10.12.65.221;10.12.65.222;10.12.65.223;10.12.64.100;255.255.252.0;10.12.64.1;EZESPMARTGT099;
600010;10.12.65.224;10.12.65.225;10.12.65.226;10.12.64.101;255.255.252.0;10.12.64.1;EZESPMARTGT100;
600011;10.12.65.227;10.12.65.228;10.12.65.229;10.12.64.102;255.255.252.0;10.12.64.1;EZESPMARTGT101;
600012;10.12.65.230;10.12.65.231;10.12.65.232;10.12.64.103;255.255.252.0;10.12.64.1;EZESPMARTGT102;
600013;10.12.65.233;10.12.65.234;10.12.65.235;10.12.64.104;255.255.252.0;10.12.64.1;EZESPMARTGT103;
600014;10.12.65.236;10.12.65.237;10.12.65.238;10.12.64.105;255.255.252.0;10.12.64.1;EZESPMARTGT104;
600015;10.12.65.239;10.12.65.240;10.12.65.241;10.12.64.106;255.255.252.0;10.12.64.1;EZESPMARTGT105;
600016;10.12.65.242;10.12.65.243;10.12.65.244;10.12.64.107;255.255.252.0;10.12.64.1;EZESPMARTGT106;
600017;10.12.65.245;10.12.65.246;10.12.65.247;10.12.64.108;255.255.252.0;10.12.64.1;EZESPMARTGT107;
600018;10.12.65.248;10.12.65.249;10.12.65.250;10.12.64.109;255.255.252.0;10.12.64.1;EZESPMARTGT108;
700001;10.12.65.251;10.12.65.252;10.12.65.253;10.12.64.110;255.255.252.0;10.12.64.1;EZESPMARTGT109;
700002;10.12.65.254;10.12.65.255;10.12.66.1;10.12.64.111;255.255.252.0;10.12.64.1;EZESPMARTGT110;
700003;10.12.66.2;10.12.66.3;10.12.66.4;10.12.64.112;255.255.252.0;10.12.64.1;EZESPMARTGT111;
700004;10.12.66.5;10.12.66.6;10.12.66.7;10.12.64.113;255.255.252.0;10.12.64.1;EZESPMARTGT112;
700005;10.12.66.8;10.12.66.9;10.12.66.10;10.12.64.114;255.255.252.0;10.12.64.1;EZESPMARTGT113;
700006;10.12.66.11;10.12.66.12;10.12.66.13;10.12.64.115;255.255.252.0;10.12.64.1;EZESPMARTGT114;
700007;10.12.66.14;10.12.66.15;10.12.66.16;10.12.64.116;255.255.252.0;10.12.64.1;EZESPMARTGT115;
700008;10.12.66.17;10.12.66.18;10.12.66.19;10.12.64.117;255.255.252.0;10.12.64.1;EZESPMARTGT116;
700009;10.12.66.20;10.12.66.21;10.12.66.22;10.12.64.118;255.255.252.0;10.12.64.1;EZESPMARTGT117;
700010;10.12.66.23;10.12.66.24;10.12.66.25;10.12.64.119;255.255.252.0;10.12.64.1;EZESPMARTGT118;
700011;10.12.66.26;10.12.66.27;10.12.66.28;10.12.64.120;255.255.252.0;10.12.64.1;EZESPMARTGT119;
700012;10.12.66.29;10.12.66.30;10.12.66.31;10.12.64.121;255.255.252.0;10.12.64.1;EZESPMARTGT120;
700013;10.12.66.32;10.12.66.33;10.12.66.34;10.12.64.122;255.255.252.0;10.12.64.1;EZESPMARTGT121;
700014;10.12.66.35;10.12.66.36;10.12.66.37;10.12.64.123;255.255.252.0;10.12.64.1;EZESPMARTGT122;
700015;10.12.66.38;10.12.66.39;10.12.66.40;10.12.64.124;255.255.252.0;10.12.64.1;EZESPMARTGT123;
700016;10.12.66.41;10.12.66.42;10.12.66.43;10.12.64.125;255.255.252.0;10.12.64.1;EZESPMARTGT124;
700017;10.12.66.44;10.12.66.45;10.12.66.46;10.12.64.126;255.255.252.0;10.12.64.1;EZESPMARTGT125;
700018;10.12.66.47;10.12.66.48;10.12.66.49;10.12.64.127;255.255.252.0;10.12.64.1;EZESPMARTGT126;
800001;10.12.66.50;10.12.66.51;10.12.66.52;10.12.64.128;255.255.252.0;10.12.64.1;EZESPMARTGT127;ALVWSLG41AFK43
800002;10.12.66.53;10.12.66.54;10.12.66.55;10.12.64.129;255.255.252.0;10.12.64.1;EZESPMARTGT128;ALVWSLG41AFL07
800003;10.12.66.56;10.12.66.57;10.12.66.58;10.12.64.130;255.255.252.0;10.12.64.1;EZESPMARTGT129;ALVWSLG41AFC48
800004;10.12.66.59;10.12.66.60;10.12.66.61;10.12.64.131;255.255.252.0;10.12.64.1;EZESPMARTGT130;ALVWSLG41AFK73
800005;10.12.66.62;10.12.66.63;10.12.66.64;10.12.64.132;255.255.252.0;10.12.64.1;EZESPMARTGT131;ALVWSLG41AFG24
800006;10.12.66.65;10.12.66.66;10.12.66.67;10.12.64.133;255.255.252.0;10.12.64.1;EZESPMARTGT132;ALVWSLG41AFK84
800007;10.12.66.68;10.12.66.69;10.12.66.70;10.12.64.134;255.255.252.0;10.12.64.1;EZESPMARTGT133;ALVWSLG41ADK21
800008;10.12.66.71;10.12.66.72;10.12.66.73;10.12.64.135;255.255.252.0;10.12.64.1;EZESPMARTGT134;ALVWSLG41AFK92
800009;10.12.66.74;10.12.66.75;10.12.66.76;10.12.64.136;255.255.252.0;10.12.64.1;EZESPMARTGT135;ALVWSLG41AFD81
800010;10.12.66.77;10.12.66.78;10.12.66.79;10.12.64.137;255.255.252.0;10.12.64.1;EZESPMARTGT136;ALVWSLG41AFK38
800011;10.12.66.80;10.12.66.81;10.12.66.82;10.12.64.138;255.255.252.0;10.12.64.1;EZESPMARTGT137;ALVWSLG41AFK91
800012;10.12.66.83;10.12.66.84;10.12.66.85;10.12.64.139;255.255.252.0;10.12.64.1;EZESPMARTGT138;ALVWSLG41AFK80
800013;10.12.66.86;10.12.66.87;10.12.66.88;10.12.64.140;255.255.252.0;10.12.64.1;EZESPMARTGT139;ALVWSLG41AFK83
800014;10.12.66.89;10.12.66.90;10.12.66.91;10.12.64.141;255.255.252.0;10.12.64.1;EZESPMARTGT140;ALVWSLG41ADL20 
800015;10.12.66.92;10.12.66.93;10.12.66.94;10.12.64.142;255.255.252.0;10.12.64.1;EZESPMARTGT141;ALVWSLG41AFK40
800016;10.12.66.95;10.12.66.96;10.12.66.97;10.12.64.143;255.255.252.0;10.12.64.1;EZESPMARTGT142;ALVWSLG41ADH21 
800017;10.12.66.98;10.12.66.99;10.12.66.100;10.12.64.144;255.255.252.0;10.12.64.1;EZESPMARTGT143;ALVWSLG41AFH44
800018;10.12.66.101;10.12.66.102;10.12.66.103;10.12.64.145;255.255.252.0;10.12.64.1;EZESPMARTGT144;ALVWSLG41ADZ16 
900001;10.12.66.104;10.12.66.105;10.12.66.106;10.12.64.146;255.255.252.0;10.12.64.1;EZESPMARTGT145;ALVWSLG41ADH62
900002;10.12.66.107;10.12.66.108;10.12.66.109;10.12.64.147;255.255.252.0;10.12.64.1;EZESPMARTGT146;ALVWSLG41ADL22
900003;10.12.66.110;10.12.66.111;10.12.66.112;10.12.64.148;255.255.252.0;10.12.64.1;EZESPMARTGT147;ALVWSLG41ADH48
900004;10.12.66.113;10.12.66.114;10.12.66.115;10.12.64.149;255.255.252.0;10.12.64.1;EZESPMARTGT148;ALVWSLG41AKR76
900005;10.12.66.116;10.12.66.117;10.12.66.118;10.12.64.150;255.255.252.0;10.12.64.1;EZESPMARTGT149;ALVWSLG41ADH43
900006;10.12.66.119;10.12.66.120;10.12.66.121;10.12.64.151;255.255.252.0;10.12.64.1;EZESPMARTGT150;ALVWSLG41AFG73
900007;10.12.66.122;10.12.66.123;10.12.66.124;10.12.64.152;255.255.252.0;10.12.64.1;EZESPMARTGT151;ALVWSLG41ADK84
900008;10.12.66.125;10.12.66.126;10.12.66.127;10.12.64.153;255.255.252.0;10.12.64.1;EZESPMARTGT152;ALVWSLG41AFH06
900009;10.12.66.128;10.12.66.129;10.12.66.130;10.12.64.154;255.255.252.0;10.12.64.1;EZESPMARTGT153;ALVWSLG41ADZ90
900010;10.12.66.131;10.12.66.132;10.12.66.133;10.12.64.155;255.255.252.0;10.12.64.1;EZESPMARTGT154;ALVWSLG41ADG97
900011;10.12.66.134;10.12.66.135;10.12.66.136;10.12.64.156;255.255.252.0;10.12.64.1;EZESPMARTGT155;ALVWSLG41AFA80
900012;10.12.66.137;10.12.66.138;10.12.66.139;10.12.64.157;255.255.252.0;10.12.64.1;EZESPMARTGT156;ALVWSLG41AFK63
900013;10.12.66.140;10.12.66.141;10.12.66.142;10.12.64.158;255.255.252.0;10.12.64.1;EZESPMARTGT157;ALVWSLG41ADK15
900014;10.12.66.143;10.12.66.144;10.12.66.145;10.12.64.159;255.255.252.0;10.12.64.1;EZESPMARTGT158;ALVWSLG41AFL22
900015;10.12.66.146;10.12.66.147;10.12.66.148;10.12.64.160;255.255.252.0;10.12.64.1;EZESPMARTGT159;ALVWSLG41AFL06
900016;10.12.66.149;10.12.66.150;10.12.66.151;10.12.64.161;255.255.252.0;10.12.64.1;EZESPMARTGT160;ALVWSLG41AFK86
900017;10.12.66.152;10.12.66.153;10.12.66.154;10.12.64.162;255.255.252.0;10.12.64.1;EZESPMARTGT161;ALVWSLG41AFK78
900018;10.12.66.155;10.12.66.156;10.12.66.157;10.12.64.163;255.255.252.0;10.12.64.1;EZESPMARTGT162;ALVWSLG41ADK94
1000001;10.12.66.158;10.12.66.159;10.12.66.160;10.12.64.164;255.255.252.0;10.12.64.1;EZESPMARTGT163;ALVWSLG41ADL00
1000002;10.12.66.161;10.12.66.162;10.12.66.163;10.12.64.165;255.255.252.0;10.12.64.1;EZESPMARTGT164;ALVWSLG41ADH11
1000003;10.12.66.164;10.12.66.165;10.12.66.166;10.12.64.166;255.255.252.0;10.12.64.1;EZESPMARTGT165;ALVWSLG41AFB42
1000004;10.12.66.167;10.12.66.168;10.12.66.169;10.12.64.167;255.255.252.0;10.12.64.1;EZESPMARTGT166;ALVWSLG41ADK81
1000005;10.12.66.170;10.12.66.171;10.12.66.172;10.12.64.168;255.255.252.0;10.12.64.1;EZESPMARTGT167;ALVWSLG41AFK55
1000006;10.12.66.173;10.12.66.174;10.12.66.175;10.12.64.169;255.255.252.0;10.12.64.1;EZESPMARTGT168;ALVWSLG41ADH93
1000007;10.12.66.176;10.12.66.177;10.12.66.178;10.12.64.170;255.255.252.0;10.12.64.1;EZESPMARTGT169;ALVWSLG41AFG35
1000008;10.12.66.179;10.12.66.180;10.12.66.181;10.12.64.171;255.255.252.0;10.12.64.1;EZESPMARTGT170;ALVWSLG41ADG72
1000009;10.12.66.182;10.12.66.183;10.12.66.184;10.12.64.172;255.255.252.0;10.12.64.1;EZESPMARTGT171;ALVWSLG41ADY72
1000010;10.12.66.185;10.12.66.186;10.12.66.187;10.12.64.173;255.255.252.0;10.12.64.1;EZESPMARTGT172;ALVWSLG41AKW40
1000011;10.12.66.188;10.12.66.189;10.12.66.190;10.12.64.174;255.255.252.0;10.12.64.1;EZESPMARTGT173;ALVWSLG41AFB67
1000012;10.12.66.191;10.12.66.192;10.12.66.193;10.12.64.175;255.255.252.0;10.12.64.1;EZESPMARTGT174;ALVWSLG41AFK82
1000013;10.12.66.194;10.12.66.195;10.12.66.196;10.12.64.176;255.255.252.0;10.12.64.1;EZESPMARTGT175;ALVWSLG41AFD82 
1000014;10.12.66.197;10.12.66.198;10.12.66.199;10.12.64.177;255.255.252.0;10.12.64.1;EZESPMARTGT176;ALVWSLG41AFD93
1000015;10.12.66.200;10.12.66.201;10.12.66.202;10.12.64.178;255.255.252.0;10.12.64.1;EZESPMARTGT177;ALVWSLG41ADX93
1000016;10.12.66.203;10.12.66.204;10.12.66.205;10.12.64.179;255.255.252.0;10.12.64.1;EZESPMARTGT178;ALVWSLG41AFK48
1000017;10.12.66.206;10.12.66.207;10.12.66.208;10.12.64.180;255.255.252.0;10.12.64.1;EZESPMARTGT179;ALVWSLG41ADZ36
1000018;10.12.66.209;10.12.66.210;10.12.66.211;10.12.64.181;255.255.252.0;10.12.64.1;EZESPMARTGT180;ALVWSLG41ADH03
